Stage;Segment;Experience Level;Product Tier;CampaignType;Industry;Market Maturity;Territory;Country;State Province;Created Date;CloseDate;Status;Units;Revenue;ClosePct;Product Name;Product Category;List Price
Prospecting;Enterprise;Junior;Basic;Webinar;Finance;Emerging;LATAM;Mexico;Mexico City;2025-02-04;2025-02-25;Lost;1543;180624,21;0,1;Cloud Sync Pro;Software;117
Negotiation;Mid-Market;Junior;Premium;Webinar;Technology;Mature;EMEA;Germany;Berlin;2024-12-21;2025-02-26;Won;42;62748,82;0,7;Data Migration;Services;1487
Prospecting;Mid-Market;Senior;Premium;Conference;Retail;Mature;North America;Canada;Quebec;2025-01-16;2025-02-26;Lost;89;73687,73;0,2;Premium Support;Services;819
Negotiation;Enterprise;Senior;Premium;Digital Ads;Retail;Mature;North America;United States;New York;2024-12-27;2025-02-27;Won;231;160396,33;0,7;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;SMB;Junior;Basic;Webinar;Technology;Mature;North America;Canada;British Columbia;2025-01-20;2025-02-27;Lost;163;14023,63;0,3;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Principal;Standard;Partner Program;Healthcare;Mature;EMEA;France;Île-de-France;2025-01-18;2025-03-01;Won;148;23694,19;0,8;Office Suite Enterprise;Software;160
Negotiation;Enterprise;Mid-Level;Basic;Webinar;Retail;Growth;APAC;Japan;Tokyo;2024-12-23;2025-03-02;Won;1212;141856,09;0,7;Cloud Sync Pro;Software;117
Qualification;Mid-Market;Principal;Basic;Email Campaign;Manufacturing;Mature;EMEA;Germany;Bavaria;2025-01-27;2025-03-02;Lost;304;35636,1;0,3;Cloud Sync Pro;Software;117
Negotiation;SMB;Principal;Basic;Email Campaign;Government;Mature;North America;United States;Washington;2025-02-01;2025-03-02;Won;155;16598,47;0,6;Premium Headphones;Accessories;107
Negotiation;Enterprise;Principal;Premium;Partner Program;Retail;Mature;EMEA;United Kingdom;England;2024-12-06;2025-03-02;Lost;221;120998,85;0,6;Smart Speaker Max;Devices;546
Proposal;Mid-Market;Senior;Basic;Email Campaign;Manufacturing;Emerging;LATAM;Mexico;Mexico City;2025-01-02;2025-03-03;Won;769;76959,89;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Prospecting;Mid-Market;Senior;Basic;Partner Program;Manufacturing;Mature;EMEA;Spain;Madrid;2025-01-08;2025-03-03;Lost;800;52809,79;0,1;Wireless Charger Pad;Accessories;66
Prospecting;Enterprise;Junior;Premium;Partner Program;Retail;Mature;North America;United States;California;2025-01-31;2025-03-04;Lost;90;124569,98;0,2;Onsite Training;Services;1382
Proposal;Enterprise;Principal;Basic;Email Campaign;Healthcare;Growth;APAC;Australia;Victoria;2025-01-21;2025-03-05;Won;877;87730,42;0,4;"E-reader Lite 6"" 8 GB";Devices;100
Prospecting;SMB;Senior;Basic;Partner Program;Manufacturing;Emerging;LATAM;Mexico;Mexico City;2024-12-29;2025-03-05;Lost;656;19029,33;0,2;Stylus Pro;Accessories;29
Final Review;Mid-Market;Principal;Standard;Partner Program;Manufacturing;Emerging;LATAM;Brazil;Rio de Janeiro;2025-02-23;2025-03-09;Won;447;71602,07;0,9;Office Suite Enterprise;Software;160
Qualification;Mid-Market;Junior;Basic;Partner Program;Healthcare;Mature;North America;Canada;Quebec;2025-01-28;2025-03-09;Lost;1631;47318,46;0,3;Stylus Pro;Accessories;29
Negotiation;Enterprise;Mid-Level;Premium;Webinar;Finance;Emerging;LATAM;Brazil;São Paulo;2025-01-01;2025-03-10;Won;84;117226;0,6;Onsite Training;Services;1382
Prospecting;Enterprise;Principal;Premium;Webinar;Finance;Mature;North America;United States;New York;2025-01-18;2025-03-11;Lost;92;137172,15;0,2;Data Migration;Services;1487
Prospecting;Mid-Market;Junior;Basic;Conference;Manufacturing;Growth;APAC;Japan;Tokyo;2024-12-17;2025-03-11;Lost;280;30030;0,1;Premium Headphones;Accessories;107
Prospecting;Enterprise;Principal;Premium;Partner Program;Retail;Mature;EMEA;Spain;Madrid;2025-01-26;2025-03-11;Lost;121;94983,76;0,2;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Senior;Basic;Email Campaign;Healthcare;Mature;North America;Canada;Quebec;2025-02-04;2025-03-12;Lost;703;46414,21;0,1;Wireless Charger Pad;Accessories;66
Negotiation;Enterprise;Junior;Basic;Webinar;Manufacturing;Mature;North America;United States;New York;2025-01-03;2025-03-12;Won;822;82246,82;0,8;"E-reader Lite 6"" 8 GB";Devices;100
Qualification;Mid-Market;Mid-Level;Basic;Partner Program;Retail;Mature;North America;United States;Texas;2025-02-13;2025-03-12;Won;462;49460,96;0,2;Premium Headphones;Accessories;107
Prospecting;Mid-Market;Principal;Basic;Email Campaign;Retail;Growth;APAC;Australia;Victoria;2025-01-15;2025-03-13;Lost;367;43040,25;0,2;Cloud Sync Pro;Software;117
Proposal;Enterprise;Principal;Premium;Digital Ads;Healthcare;Mature;North America;United States;California;2024-11-13;2025-03-14;Lost;159;86862,72;0,6;Smart Speaker Max;Devices;546
Proposal;Mid-Market;Junior;Premium;Conference;Healthcare;Mature;EMEA;Denmark;Jylland;2025-02-21;2025-03-14;Lost;80;65566,19;0,5;Premium Support;Services;819
Qualification;Enterprise;Principal;Premium;Webinar;Retail;Growth;APAC;India;Karnataka;2025-02-22;2025-03-15;Won;115;90059;0,4;"E-reader Platinum 8"" 32 GB";Devices;780
Qualification;Enterprise;Senior;Basic;Email Campaign;Retail;Mature;North America;United States;Washington;2025-01-18;2025-03-15;Won;792;92681,46;0,3;Cloud Sync Pro;Software;117
Proposal;Enterprise;Senior;Standard;Digital Ads;Technology;Mature;North America;United States;Washington;2025-02-27;2025-03-16;Lost;567;114130,28;0,5;Smart Speaker Mini;Devices;201
Prospecting;Enterprise;Junior;Premium;Email Campaign;Retail;Emerging;LATAM;Mexico;Mexico City;2025-02-26;2025-03-17;Won;118;96754,6;0,1;Premium Support;Services;819
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Finance;Mature;North America;United States;California;2025-02-17;2025-03-18;Won;330;38681,27;0,2;"Protective Case 6""";Accessories;117
Prospecting;Mid-Market;Principal;Basic;Partner Program;Healthcare;Emerging;LATAM;Brazil;Rio de Janeiro;2025-02-25;2025-03-19;Lost;557;47978,48;0,1;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Mid-Level;Basic;Digital Ads;Finance;Growth;APAC;India;Karnataka;2025-03-09;2025-03-19;Lost;595;69690;0,7;Cloud Sync Pro;Software;117
Prospecting;Enterprise;Principal;Premium;Digital Ads;Healthcare;Mature;North America;Canada;Ontario;2025-02-25;2025-03-19;Lost;56;83710,55;0,1;Data Migration;Services;1487
Proposal;Enterprise;Principal;Premium;Webinar;Manufacturing;Mature;North America;United States;Washington;2025-01-31;2025-03-20;Lost;58;81389,99;0,5;Onsite Training;Services;1382
Prospecting;Mid-Market;Junior;Basic;Email Campaign;Manufacturing;Emerging;LATAM;Brazil;Rio de Janeiro;2025-02-09;2025-03-20;Lost;562;56293,33;0,0;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Mid-Level;Standard;Webinar;Manufacturing;Mature;North America;United States;New York;2025-02-24;2025-03-22;Won;292;71393,91;0,6;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Junior;Basic;Conference;Government;Growth;APAC;Japan;Tokyo;2025-03-01;2025-03-23;Lost;257;25784,7;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Qualification;Mid-Market;Junior;Basic;Digital Ads;Technology;Mature;EMEA;United Kingdom;England;2024-12-23;2025-03-25;Lost;378;44320,79;0,4;"Protective Case 6""";Accessories;117
Negotiation;Enterprise;Junior;Premium;Digital Ads;Retail;Mature;EMEA;France;Île-de-France;2025-02-27;2025-03-25;Lost;128;105261,16;0,6;Premium Support;Services;819
Proposal;Mid-Market;Mid-Level;Standard;Email Campaign;Healthcare;Mature;North America;United States;Washington;2025-02-12;2025-03-25;Lost;235;42663,85;0,6;Office Suite Basic;Software;181
Final Review;Enterprise;Mid-Level;Basic;Webinar;Healthcare;Growth;APAC;Australia;Victoria;2025-02-11;2025-03-26;Won;753;88134,09;0,9;Cloud Sync Pro;Software;117
Proposal;Enterprise;Junior;Basic;Partner Program;Finance;Mature;EMEA;Germany;Bavaria;2025-01-15;2025-03-26;Won;1053;123292,12;0,6;Cloud Sync Pro;Software;117
Final Review;Mid-Market;Junior;Premium;Partner Program;Technology;Growth;APAC;Australia;Victoria;2025-02-26;2025-03-27;Lost;46;63735,54;0,8;Onsite Training;Services;1382
Qualification;Mid-Market;Principal;Premium;Conference;Government;Emerging;LATAM;Brazil;Rio de Janeiro;2025-02-20;2025-03-28;Won;33;50340,25;0,3;Data Migration;Services;1487
Proposal;Enterprise;Senior;Premium;Partner Program;Finance;Mature;EMEA;Germany;Hesse;2025-01-12;2025-03-28;Lost;54;80308,14;0,5;Data Migration;Services;1487
Proposal;Mid-Market;Principal;Premium;Webinar;Healthcare;Mature;EMEA;Denmark;Hovedstaden;2025-02-25;2025-03-28;Lost;40;56445,65;0,5;Onsite Training;Services;1382
Qualification;Enterprise;Junior;Premium;Webinar;Healthcare;Mature;North America;United States;Washington;2025-02-07;2025-03-29;Lost;102;87690,36;0,4;Extended Warranty;Services;855
Negotiation;Mid-Market;Senior;Basic;Digital Ads;Healthcare;Mature;EMEA;Germany;Berlin;2025-03-10;2025-03-29;Lost;328;42366,11;0,8;Parental Control Suite;Software;129
Negotiation;Mid-Market;Mid-Level;Standard;Digital Ads;Manufacturing;Growth;APAC;Japan;Tokyo;2025-02-07;2025-03-31;Lost;302;60808,55;0,7;Smart Speaker Mini;Devices;201
Negotiation;Enterprise;Junior;Standard;Webinar;Finance;Mature;EMEA;Denmark;Hovedstaden;2025-03-15;2025-04-01;Lost;580;105152,6;0,7;Office Suite Basic;Software;181
Negotiation;Mid-Market;Mid-Level;Basic;Webinar;Healthcare;Mature;North America;Canada;Quebec;2025-01-10;2025-04-02;Won;525;45215,09;0,6;Travel Adapter Kit;Accessories;86
Qualification;Mid-Market;Junior;Standard;Digital Ads;Government;Mature;North America;United States;Texas;2024-12-29;2025-04-03;Lost;179;32493,57;0,3;Office Suite Basic;Software;181
Prospecting;Mid-Market;Senior;Premium;Conference;Technology;Growth;APAC;India;Delhi;2025-01-26;2025-04-03;Won;25;34875,7;0,2;Onsite Training;Services;1382
Qualification;Mid-Market;Mid-Level;Basic;Digital Ads;Healthcare;Growth;APAC;Australia;Victoria;2025-02-17;2025-04-03;Lost;512;44032,09;0,2;Travel Adapter Kit;Accessories;86
Qualification;Mid-Market;Junior;Premium;Conference;Government;Mature;EMEA;Spain;Madrid;2025-03-03;2025-04-05;Lost;58;32011,08;0,2;Smart Speaker Max;Devices;546
Qualification;Enterprise;Junior;Premium;Partner Program;Manufacturing;Mature;North America;Canada;Quebec;2025-02-04;2025-04-06;Lost;90;135309,62;0,3;Data Migration;Services;1487
Negotiation;Mid-Market;Mid-Level;Standard;Conference;Healthcare;Mature;North America;Canada;Ontario;2025-03-02;2025-04-06;Won;262;64077,39;0,7;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Senior;Basic;Conference;Healthcare;Mature;EMEA;Germany;Bavaria;2024-11-20;2025-04-06;Won;298;31899,39;0,7;Premium Headphones;Accessories;107
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Education;Mature;EMEA;Germany;Bavaria;2025-01-10;2025-04-07;Lost;421;49362,59;0,0;Cloud Sync Pro;Software;117
Proposal;Enterprise;Principal;Basic;Partner Program;Healthcare;Mature;EMEA;Spain;Catalonia;2024-12-15;2025-04-08;Lost;742;95759,26;0,4;Parental Control Suite;Software;129
Prospecting;Mid-Market;Mid-Level;Basic;Digital Ads;Manufacturing;Mature;EMEA;France;Île-de-France;2025-02-11;2025-04-10;Won;408;35093,85;0,1;Travel Adapter Kit;Accessories;86
Prospecting;Enterprise;Junior;Premium;Partner Program;Healthcare;Emerging;LATAM;Mexico;Mexico City;2025-03-04;2025-04-10;Lost;213;148450,33;0,0;"Tablet Pro 11"" 128 GB";Devices;694
Prospecting;Mid-Market;Junior;Basic;Digital Ads;Retail;Mature;North America;United States;Washington;2025-02-18;2025-04-11;Won;663;43784,42;0,0;Wireless Charger Pad;Accessories;66
Negotiation;Mid-Market;Junior;Premium;Digital Ads;Finance;Mature;North America;United States;Texas;2025-02-05;2025-04-13;Lost;128;69976,41;0,8;Smart Speaker Max;Devices;546
Proposal;Enterprise;Junior;Premium;Digital Ads;Finance;Mature;North America;Canada;Ontario;2025-03-22;2025-04-14;Lost;230;159626,14;0,6;"Tablet Pro 11"" 128 GB";Devices;694
Proposal;Mid-Market;Senior;Premium;Webinar;Technology;Mature;North America;United States;New York;2025-03-03;2025-04-15;Lost;83;68530,25;0,5;Premium Support;Services;819
Negotiation;Mid-Market;Principal;Basic;Conference;Government;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-03-06;2025-04-16;Won;795;23067,74;0,6;Stylus Pro;Accessories;29
Proposal;Mid-Market;Principal;Standard;Partner Program;Retail;Mature;EMEA;Germany;Bavaria;2025-03-30;2025-04-17;Won;221;40012,69;0,4;Office Suite Basic;Software;181
Negotiation;Enterprise;Mid-Level;Standard;Webinar;Manufacturing;Mature;EMEA;United Kingdom;Scotland;2025-03-16;2025-04-19;Lost;398;97304,55;0,7;ReadingPlus Annual;Software;244
Prospecting;Enterprise;Mid-Level;Premium;Partner Program;Technology;Mature;North America;Canada;Ontario;2025-03-15;2025-04-19;Lost;76;106342,57;0,0;Onsite Training;Services;1382
Proposal;Enterprise;Senior;Standard;Webinar;Finance;Emerging;LATAM;Mexico;Jalisco;2025-03-22;2025-04-19;Won;353;86371,65;0,6;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Mid-Level;Premium;Partner Program;Government;Mature;EMEA;United Kingdom;Scotland;2024-12-15;2025-04-19;Lost;101;70306,96;0,2;"Tablet Pro 11"" 128 GB";Devices;694
Qualification;Mid-Market;Principal;Premium;Webinar;Healthcare;Mature;North America;Canada;Ontario;2024-12-22;2025-04-21;Won;64;55571,98;0,3;Extended Warranty;Services;855
Final Review;Mid-Market;Senior;Standard;Webinar;Finance;Mature;EMEA;Spain;Catalonia;2025-03-04;2025-04-21;Lost;409;65444,8;0,9;Office Suite Enterprise;Software;160
Proposal;Mid-Market;Principal;Premium;Partner Program;Retail;Mature;North America;United States;New York;2025-02-08;2025-04-22;Won;56;78370,52;0,5;Onsite Training;Services;1382
Negotiation;Mid-Market;Principal;Standard;Webinar;Education;Mature;EMEA;Spain;Catalonia;2025-02-03;2025-04-23;Won;187;45810,63;0,7;ReadingPlus Annual;Software;244
Proposal;Mid-Market;Mid-Level;Premium;Webinar;Education;Mature;EMEA;United Kingdom;Scotland;2025-02-20;2025-04-24;Won;37;55353,16;0,6;Data Migration;Services;1487
Proposal;Enterprise;Principal;Standard;Digital Ads;Healthcare;Mature;North America;United States;Washington;2025-01-31;2025-04-25;Lost;435;87557,3;0,4;Smart Speaker Mini;Devices;201
Qualification;Enterprise;Principal;Standard;Conference;Healthcare;Mature;EMEA;Denmark;Hovedstaden;2025-02-11;2025-04-25;Won;423;85082,33;0,3;Smart Speaker Mini;Devices;201
Proposal;Mid-Market;Senior;Premium;Digital Ads;Manufacturing;Mature;EMEA;Spain;Madrid;2025-04-04;2025-04-25;Won;40;55953,33;0,6;Onsite Training;Services;1382
Qualification;Enterprise;Mid-Level;Standard;Email Campaign;Manufacturing;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-03-13;2025-04-26;Lost;443;89173,28;0,2;Smart Speaker Mini;Devices;201
Prospecting;Mid-Market;Principal;Standard;Digital Ads;Manufacturing;Mature;EMEA;United Kingdom;Scotland;2025-03-11;2025-04-26;Lost;194;47352,67;0,0;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Senior;Basic;Digital Ads;Finance;Growth;APAC;India;Karnataka;2025-03-13;2025-04-27;Lost;573;37839,69;0,7;Wireless Charger Pad;Accessories;66
Final Review;Mid-Market;Principal;Basic;Email Campaign;Finance;Mature;North America;United States;California;2025-02-18;2025-04-28;Won;2628;76235,67;0,8;Stylus Pro;Accessories;29
Prospecting;Enterprise;Principal;Standard;Email Campaign;Education;Emerging;LATAM;Mexico;Jalisco;2025-03-22;2025-04-29;Lost;691;110667,93;0,0;Office Suite Enterprise;Software;160
Prospecting;Mid-Market;Mid-Level;Basic;Conference;Education;Mature;North America;Canada;Ontario;2025-03-31;2025-05-05;Won;345;40397,36;0,1;"Protective Case 6""";Accessories;117
Proposal;Mid-Market;Mid-Level;Premium;Digital Ads;Government;Growth;APAC;Australia;Victoria;2025-03-10;2025-05-06;Won;31;43676,78;0,6;Onsite Training;Services;1382
Qualification;Mid-Market;Principal;Basic;Partner Program;Manufacturing;Growth;APAC;Japan;Tokyo;2025-04-09;2025-05-06;Won;344;44473,77;0,3;Parental Control Suite;Software;129
Prospecting;Enterprise;Junior;Standard;Digital Ads;Healthcare;Mature;EMEA;Germany;Hesse;2025-02-21;2025-05-07;Lost;524;94956,17;0,1;Office Suite Basic;Software;181
Qualification;Mid-Market;Junior;Basic;Email Campaign;Healthcare;Mature;North America;United States;New York;2025-03-17;2025-05-07;Lost;634;63423,36;0,2;"E-reader Lite 6"" 8 GB";Devices;100
Qualification;Enterprise;Mid-Level;Premium;Email Campaign;Finance;Mature;EMEA;Denmark;Hovedstaden;2025-04-16;2025-05-10;Lost;79;109976,26;0,4;Onsite Training;Services;1382
Qualification;Mid-Market;Senior;Basic;Conference;Finance;Mature;EMEA;Denmark;Hovedstaden;2025-04-11;2025-05-10;Won;520;67140,09;0,3;Parental Control Suite;Software;129
Proposal;Enterprise;Junior;Premium;Email Campaign;Finance;Growth;APAC;Australia;New South Wales;2025-04-06;2025-05-11;Won;54;81012,1;0,5;Data Migration;Services;1487
Negotiation;Enterprise;Principal;Basic;Conference;Finance;Mature;EMEA;Germany;Bavaria;2025-04-09;2025-05-11;Won;1296;85594,43;0,7;Wireless Charger Pad;Accessories;66
Prospecting;Mid-Market;Mid-Level;Basic;Webinar;Education;Mature;North America;United States;California;2025-04-09;2025-05-15;Lost;849;56077;0,1;Wireless Charger Pad;Accessories;66
Prospecting;Enterprise;Principal;Premium;Webinar;Finance;Growth;APAC;India;Karnataka;2025-04-20;2025-05-15;Lost;141;110228,19;0,0;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Principal;Basic;Partner Program;Government;Mature;EMEA;United Kingdom;Scotland;2025-04-18;2025-05-16;Won;401;42962,37;0,1;Premium Headphones;Accessories;107
Final Review;Mid-Market;Mid-Level;Standard;Webinar;Manufacturing;Mature;North America;United States;Washington;2025-04-14;2025-05-16;Won;286;69812,25;0,8;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Principal;Basic;Conference;Healthcare;Mature;EMEA;Denmark;Jylland;2025-03-19;2025-05-17;Lost;280;30038,32;0,0;Premium Headphones;Accessories;107
Qualification;Enterprise;Junior;Premium;Conference;Education;Mature;North America;United States;Texas;2025-04-23;2025-05-18;Lost;180;125261,87;0,3;"Tablet Pro 11"" 128 GB";Devices;694
Prospecting;Mid-Market;Mid-Level;Standard;Email Campaign;Finance;Mature;EMEA;Spain;Madrid;2025-03-25;2025-05-18;Lost;316;57299,08;0,0;Office Suite Basic;Software;181
Negotiation;Mid-Market;Junior;Premium;Webinar;Healthcare;Mature;North America;Canada;British Columbia;2025-02-10;2025-05-18;Won;53;45876,14;0,7;Extended Warranty;Services;855
Negotiation;Mid-Market;Mid-Level;Basic;Conference;Technology;Mature;EMEA;Germany;Hesse;2025-03-26;2025-05-18;Won;861;24977,44;0,7;Stylus Pro;Accessories;29
Negotiation;Mid-Market;Junior;Premium;Digital Ads;Finance;Mature;North America;United States;Washington;2025-04-02;2025-05-19;Won;133;72656,67;0,8;Smart Speaker Max;Devices;546
Qualification;Mid-Market;Senior;Basic;Conference;Retail;Mature;EMEA;Germany;Bavaria;2025-04-25;2025-05-20;Lost;286;30618,26;0,3;Premium Headphones;Accessories;107
Prospecting;Mid-Market;Senior;Premium;Email Campaign;Retail;Mature;North America;United States;Texas;2025-03-29;2025-05-21;Lost;45;62881,55;0,0;Onsite Training;Services;1382
Proposal;Enterprise;Senior;Standard;Webinar;Healthcare;Mature;EMEA;Germany;Bavaria;2025-04-17;2025-05-21;Lost;583;117337,73;0,6;Smart Speaker Mini;Devices;201
Negotiation;Mid-Market;Junior;Basic;Conference;Manufacturing;Mature;North America;Canada;Ontario;2025-03-09;2025-05-22;Won;435;28745,93;0,8;Wireless Charger Pad;Accessories;66
Qualification;Mid-Market;Principal;Standard;Digital Ads;Manufacturing;Mature;EMEA;United Kingdom;Scotland;2025-03-11;2025-05-22;Lost;313;63026,73;0,3;Smart Speaker Mini;Devices;201
Prospecting;Enterprise;Principal;Premium;Email Campaign;Retail;Mature;EMEA;Denmark;Hovedstaden;2025-03-02;2025-05-22;Won;261;142755,05;0,0;Smart Speaker Max;Devices;546
Negotiation;Mid-Market;Senior;Premium;Partner Program;Healthcare;Growth;APAC;Japan;Osaka;2025-05-06;2025-05-22;Lost;85;72777,57;0,7;Extended Warranty;Services;855
Prospecting;Mid-Market;Principal;Premium;Webinar;Education;Growth;APAC;Australia;Victoria;2025-05-06;2025-05-23;Lost;114;62280,73;0,0;Smart Speaker Max;Devices;546
Qualification;Enterprise;Junior;Premium;Digital Ads;Finance;Mature;North America;United States;Washington;2025-05-06;2025-05-24;Won;57;85224,36;0,4;Data Migration;Services;1487
Proposal;Enterprise;Senior;Premium;Partner Program;Finance;Mature;EMEA;Germany;Bavaria;2025-04-25;2025-05-24;Lost;83;124313,35;0,5;Data Migration;Services;1487
Proposal;Mid-Market;Principal;Standard;Email Campaign;Healthcare;Mature;EMEA;United Kingdom;England;2025-04-19;2025-05-24;Won;103;40520,12;0,5;Installation Service;Services;393
Final Review;Mid-Market;Mid-Level;Standard;Conference;Education;Growth;APAC;India;Maharashtra;2025-04-12;2025-05-25;Won;166;40630,83;0,8;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Principal;Basic;Conference;Healthcare;Mature;EMEA;Spain;Catalonia;2025-03-15;2025-05-26;Lost;624;53697,06;0,0;Travel Adapter Kit;Accessories;86
Proposal;Mid-Market;Mid-Level;Basic;Partner Program;Retail;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-05-17;2025-05-28;Won;639;74837,34;0,5;Cloud Sync Pro;Software;117
Prospecting;Enterprise;Senior;Basic;Email Campaign;Manufacturing;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-04-24;2025-05-28;Lost;631;81517,86;0,1;Parental Control Suite;Software;129
Negotiation;Mid-Market;Senior;Basic;Email Campaign;Government;Growth;APAC;Australia;Victoria;2025-05-15;2025-05-28;Won;350;30135,17;0,7;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Principal;Basic;Digital Ads;Manufacturing;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-05-16;2025-05-28;Won;574;74170,92;0,6;Parental Control Suite;Software;129
Proposal;Mid-Market;Junior;Basic;Digital Ads;Government;Mature;North America;Canada;British Columbia;2025-05-02;2025-05-29;Lost;252;21716,88;0,6;Travel Adapter Kit;Accessories;86
Final Review;Enterprise;Junior;Basic;Webinar;Healthcare;Mature;North America;United States;New York;2025-04-18;2025-05-30;Won;1012;130556,11;0,8;Parental Control Suite;Software;129
Prospecting;Enterprise;Principal;Premium;Email Campaign;Retail;Growth;APAC;Japan;Tokyo;2025-03-28;2025-05-31;Lost;162;133161,09;0,0;Premium Support;Services;819
Negotiation;Mid-Market;Senior;Basic;Conference;Education;Growth;APAC;India;Maharashtra;2025-05-20;2025-05-31;Won;583;50180,37;0,6;Travel Adapter Kit;Accessories;86
Proposal;Mid-Market;Principal;Premium;Digital Ads;Education;Growth;APAC;Australia;Victoria;2025-05-21;2025-06-02;Won;58;49709,66;0,4;Extended Warranty;Services;855
Qualification;Mid-Market;Junior;Premium;Partner Program;Education;Growth;APAC;India;Maharashtra;2025-04-30;2025-06-02;Won;34;47859,28;0,2;Onsite Training;Services;1382
Negotiation;Mid-Market;Mid-Level;Premium;Email Campaign;Government;Mature;EMEA;France;Île-de-France;2025-04-08;2025-06-03;Won;105;73266,83;0,8;"Tablet Pro 11"" 128 GB";Devices;694
Proposal;Mid-Market;Principal;Basic;Webinar;Healthcare;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-05-02;2025-06-04;Lost;443;44312,73;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Enterprise;Senior;Premium;Webinar;Retail;Growth;APAC;Australia;New South Wales;2025-04-11;2025-06-05;Won;182;126506,91;0,7;"Tablet Pro 11"" 128 GB";Devices;694
Prospecting;Mid-Market;Mid-Level;Standard;Conference;Healthcare;Growth;APAC;India;Maharashtra;2025-02-22;2025-06-05;Won;178;43647,94;0,2;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Junior;Standard;Email Campaign;Manufacturing;Growth;APAC;India;Karnataka;2025-05-22;2025-06-05;Lost;202;79498;0,1;Installation Service;Services;393
Negotiation;Mid-Market;Junior;Standard;Conference;Manufacturing;Growth;APAC;India;Delhi;2025-04-28;2025-06-05;Won;191;46672,23;0,8;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Principal;Premium;Email Campaign;Government;Mature;North America;Canada;Ontario;2025-03-10;2025-06-07;Lost;34;47104,59;0,0;Onsite Training;Services;1382
Qualification;Enterprise;Mid-Level;Premium;Partner Program;Healthcare;Mature;EMEA;Denmark;Hovedstaden;2025-04-30;2025-06-08;Won;118;101176,05;0,3;Extended Warranty;Services;855
Proposal;Mid-Market;Mid-Level;Basic;Webinar;Manufacturing;Mature;North America;United States;California;2025-04-05;2025-06-10;Won;798;52710,13;0,5;Wireless Charger Pad;Accessories;66
Proposal;Mid-Market;Senior;Premium;Conference;Retail;Mature;North America;Canada;Ontario;2025-05-09;2025-06-11;Lost;66;54569,4;0,6;Premium Support;Services;819
Proposal;Enterprise;Junior;Basic;Email Campaign;Finance;Growth;APAC;India;Maharashtra;2025-03-26;2025-06-12;Won;830;83016,36;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Negotiation;Mid-Market;Junior;Basic;Partner Program;Healthcare;Mature;North America;Canada;Quebec;2025-04-14;2025-06-14;Won;316;37009,95;0,6;"Protective Case 6""";Accessories;117
Prospecting;Mid-Market;Senior;Basic;Conference;Government;Growth;APAC;Australia;New South Wales;2025-05-26;2025-06-15;Lost;476;47688,91;0,2;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Mid-Market;Junior;Standard;Conference;Manufacturing;Mature;EMEA;Germany;Berlin;2025-05-20;2025-06-17;Lost;147;58128,27;0,5;Installation Service;Services;393
Final Review;Mid-Market;Senior;Basic;Conference;Manufacturing;Emerging;LATAM;Brazil;São Paulo;2025-04-30;2025-06-18;Won;274;29367,6;0,8;Premium Headphones;Accessories;107
Negotiation;Mid-Market;Principal;Premium;Partner Program;Healthcare;Mature;EMEA;Spain;Madrid;2025-03-17;2025-06-20;Won;91;78413,04;0,6;Extended Warranty;Services;855
Negotiation;SMB;Senior;Basic;Webinar;Healthcare;Mature;EMEA;Spain;Madrid;2025-06-03;2025-06-20;Won;227;19569,55;0,6;Travel Adapter Kit;Accessories;86
Proposal;Mid-Market;Principal;Basic;Partner Program;Healthcare;Mature;EMEA;Denmark;Hovedstaden;2025-05-17;2025-06-20;Lost;436;46705,45;0,5;Premium Headphones;Accessories;107
Proposal;Mid-Market;Junior;Basic;Partner Program;Retail;Mature;North America;Canada;Ontario;2025-04-07;2025-06-20;Won;808;69535,67;0,6;Travel Adapter Kit;Accessories;86
